kepid datalocation fits srad kepmag syntheticbool activity syntheticid syndetectbool userxmin userxmax userxmid userduration thresholddown thresholdup maxcount
6470362 http://www.planethunters.org/subjects/6470362_14-synth-1935.json /raw/kepler/lightcurves/0064/006470362/kplr006470362-2012277125453_llc.fits 0.27 15.297 True 0.000586369 1935 True 1300.56114297 1301.03112893 1300.796135 0.469985959 0.48 0.5 1.00183684147
9833329 http://www.planethunters.org/subjects/9833329_4-synth-1936.json /raw/kepler/lightcurves/0098/009833329/kplr009833329-2010078095331_llc.fits 0.435 14.393 True 0.000699699 1936 True 376.365462051 376.835426932 376.6004444 0.469964880 0.48 0.5 0.896453827981
9225647 http://www.planethunters.org/subjects/9225647_17-synth-1939.json /raw/kepler/lightcurves/0092/009225647/kplr009225647-2013131215648_llc.fits 0.605 13.919 True 0.001198601 1939 True 1580.15050017 1580.60005542 1580.375277 0.449555252 0.48 0.5 0.754520872789
10963429 http://www.planethunters.org/subjects/10963429_2-synth-1941.json /raw/kepler/lightcurves/0109/010963429/kplr010963429-2009259160929_llc.fits 0.36 15.179 True 0.001520693 1941 True 212.594290982 212.859926876 212.7271089 0.265635893 0.48 0.5 0.517881110422
8042251 http://www.planethunters.org/subjects/8042251_8-synth-1943.json /raw/kepler/lightcurves/0080/008042251/kplr008042251-2011073133259_llc.fits 0.593 11.264 True 0.00202411 1943 False 752.976807668 753.038107386 753.0074575 0.061299718 0.48 0.5 0.682228805577
8042251 http://www.planethunters.org/subjects/8042251_8-synth-1943.json /raw/kepler/lightcurves/0080/008042251/kplr008042251-2011073133259_llc.fits 0.593 11.264 True 0.00202411 1943 True 753.119840349 753.324172978 753.2220066 0.204332628 0.48 0.5 0.681132917657
9333505 http://www.planethunters.org/subjects/9333505_5-synth-1944.json /raw/kepler/lightcurves/0093/009333505/kplr009333505-2010174085026_llc.fits 0.29 12.889 True 0.002231568 1944 True 473.324593648 473.77414977 473.5493717 0.449556122 0.48 0.5 0.810105579858
3232334 http://www.planethunters.org/subjects/3232334_13-synth-1953.json /raw/kepler/lightcurves/0032/003232334/kplr003232334-2012179063303_llc.fits 0.602 13.904 True 0.000263363 1953 True 1221.52134225 1221.97090375 1221.746123 0.449561492 0.48 0.5 0.925880854441
6470362 http://www.planethunters.org/subjects/6470362_4-synth-1955.json /raw/kepler/lightcurves/0064/006470362/kplr006470362-2010078095331_llc.fits 0.27 15.297 True 0.000586369 1955 True 366.700274106 367.190664717 366.9454694 0.490390611 0.48 0.5 0.962885869517
9833329 http://www.planethunters.org/subjects/9833329_6-synth-1956.json /raw/kepler/lightcurves/0098/009833329/kplr009833329-2010265121752_llc.fits 0.435 14.393 True 0.000699699 1956 True 575.290934769 575.760911923 575.5259233 0.469977153 0.48 0.5 1.00883098515
8474661 http://www.planethunters.org/subjects/8474661_16-synth-1957.json /raw/kepler/lightcurves/0084/008474661/kplr008474661-2013098041711_llc.fits 0.494 14.982 True 0.000839662 1957 True 1522.69040148 1522.93560917 1522.813005 0.245207691 0.48 0.5 0.5182217814
10963429 http://www.planethunters.org/subjects/10963429_10-synth-1961.json /raw/kepler/lightcurves/0109/010963429/kplr010963429-2011271113734_llc.fits 0.36 15.179 True 0.001520693 1961 True 963.998986791 964.428089033 964.2135379 0.429102242 0.48 0.5 0.924063447382
8042251 http://www.planethunters.org/subjects/8042251_3-synth-1963.json /raw/kepler/lightcurves/0080/008042251/kplr008042251-2009350155506_llc.fits 0.593 11.264 True 0.00202411 1963 True 283.436925959 283.906880325 283.6719031 0.469954366 0.48 0.5 0.894289219843
9333505 http://www.planethunters.org/subjects/9333505_4-synth-1964.json /raw/kepler/lightcurves/0093/009333505/kplr009333505-2010078095331_llc.fits 0.29 12.889 True 0.002231568 1964 True 373.198213893 373.668180709 373.4331973 0.469966816 0.48 0.5 0.984601596174
3232334 http://www.planethunters.org/subjects/3232334_16-synth-1973.json /raw/kepler/lightcurves/0032/003232334/kplr003232334-2013098041711_llc.fits 0.602 13.904 True 0.000263363 1973 True 1520.54403878 1521.15705393 1520.850546 0.613015142 0.48 0.5 0.998705993349
12257167 http://www.planethunters.org/subjects/12257167_17-synth-1974.json /raw/kepler/lightcurves/0122/012257167/kplr012257167-2013131215648_llc.fits 0.393 15.156 True 0.000483863 1974 True 1564.15088018 1564.5186933 1564.334786 0.367813114 0.48 0.5 0.635889135209
6470362 http://www.planethunters.org/subjects/6470362_4-synth-1975.json /raw/kepler/lightcurves/0064/006470362/kplr006470362-2010078095331_llc.fits 0.27 15.297 True 0.000586369 1975 True 375.282135725 375.772529408 375.5273325 0.490393682 0.48 0.5 1.00042233598
9833329 http://www.planethunters.org/subjects/9833329_16-synth-1976.json /raw/kepler/lightcurves/0098/009833329/kplr009833329-2013098041711_llc.fits 0.435 14.393 True 0.000699699 1976 True 1515.68140711 1516.15137956 1515.916393 0.469972450 0.48 0.5 0.882689108094
5265188 http://www.planethunters.org/subjects/5265188_9-synth-1980.json /raw/kepler/lightcurves/0052/005265188/kplr005265188-2011177032512_llc.fits 0.565 14.786 True 0.001329611 1980 False 886.963832296 887.31121702 887.1375246 0.347384724 0.48 0.5 0.588450173163
10963429 http://www.planethunters.org/subjects/10963429_2-synth-1981.json /raw/kepler/lightcurves/0109/010963429/kplr010963429-2009259160929_llc.fits 0.36 15.179 True 0.001520693 1981 True 207.322433743 207.588070297 207.4552520 0.265636554 0.48 0.5 0.599932870451
8042251 http://www.planethunters.org/subjects/8042251_5-synth-1983.json /raw/kepler/lightcurves/0080/008042251/kplr008042251-2010174085026_llc.fits 0.593 11.264 True 0.00202411 1983 True 479.311288879 479.801715922 479.5565024 0.490427043 0.48 0.5 0.93872661092
9333505 http://www.planethunters.org/subjects/9333505_6-synth-1984.json /raw/kepler/lightcurves/0093/009333505/kplr009333505-2010265121752_llc.fits 0.29 12.889 True 0.002231568 1984 True 591.719541584 592.107777366 591.9136594 0.388235781 0.48 0.5 0.793434809368
12268054 http://www.planethunters.org/subjects/12268054_0-synth-1988.json /raw/kepler/lightcurves/0122/012268054/kplr012268054-2009131105131_llc.fits 0.609 13.212 True 0.003874598 1988 True 122.418410112 122.745358575 122.5818843 0.326948463 0.48 0.5 0.549109895015
3232334 http://www.planethunters.org/subjects/3232334_8-synth-1993.json /raw/kepler/lightcurves/0032/003232334/kplr003232334-2011073133259_llc.fits 0.602 13.904 True 0.000263363 1993 True 759.392442898 759.801113508 759.5967782 0.408670610 0.48 0.5 0.743705988607
12257167 http://www.planethunters.org/subjects/12257167_17-synth-1994.json /raw/kepler/lightcurves/0122/012257167/kplr012257167-2013131215648_llc.fits 0.393 15.156 True 0.000483863 1994 True 1574.36793108 1574.81748217 1574.592706 0.449551089 0.48 0.5 0.815276662501
6470362 http://www.planethunters.org/subjects/6470362_2-synth-1995.json /raw/kepler/lightcurves/0064/006470362/kplr006470362-2009259160929_llc.fits 0.27 15.297 True 0.000586369 1995 False 200.232616766 200.293918688 200.2632677 0.061301921 0.48 0.5 0.775817954705
6470362 http://www.planethunters.org/subjects/6470362_2-synth-1995.json /raw/kepler/lightcurves/0064/006470362/kplr006470362-2009259160929_llc.fits 0.27 15.297 True 0.000586369 1995 True 200.334786534 200.66173006 200.4982582 0.326943526 0.48 0.5 0.896291946654
9833329 http://www.planethunters.org/subjects/9833329_16-synth-1996.json /raw/kepler/lightcurves/0098/009833329/kplr009833329-2013098041711_llc.fits 0.435 14.393 True 0.000699699 1996 True 1475.26433546 1475.6729965 1475.468665 0.408661041 0.48 0.5 0.744051265341
8474661 http://www.planethunters.org/subjects/8474661_13-synth-1997.json /raw/kepler/lightcurves/0084/008474661/kplr008474661-2012179063303_llc.fits 0.494 14.982 True 0.000839662 1997 True 1194.28286673 1194.71198799 1194.497427 0.429121262 0.48 0.5 0.910830629777
5265188 http://www.planethunters.org/subjects/5265188_11-synth-2000.json /raw/kepler/lightcurves/0052/005265188/kplr005265188-2012004120508_llc.fits 0.565 14.786 True 0.001329611 2000 False 1093.5439319 1094.01389004 1093.778910 0.469958142 0.48 0.5 0.947536401663
5265188 http://www.planethunters.org/subjects/5265188_11-synth-2000.json /raw/kepler/lightcurves/0052/005265188/kplr005265188-2012004120508_llc.fits 0.565 14.786 True 0.001329611 2000 False 1096.79277595 1097.09927116 1096.946023 0.306495219 0.48 0.5 0.628461023313
10963429 http://www.planethunters.org/subjects/10963429_10-synth-2001.json /raw/kepler/lightcurves/0109/010963429/kplr010963429-2011271113734_llc.fits 0.36 15.179 True 0.001520693 2001 True 924.275956687 924.684634015 924.4802953 0.408677327 0.48 0.5 0.796554714204
8042251 http://www.planethunters.org/subjects/8042251_4-synth-2003.json /raw/kepler/lightcurves/0080/008042251/kplr008042251-2010078095331_llc.fits 0.593 11.264 True 0.00202411 2003 True 412.9819803 413.227185278 413.1045827 0.245204978 0.48 0.5 0.60104449847
9333505 http://www.planethunters.org/subjects/9333505_8-synth-2004.json /raw/kepler/lightcurves/0093/009333505/kplr009333505-2011073133259_llc.fits 0.29 12.889 True 0.002231568 2004 True 767.321350037 767.709589593 767.5154698 0.388239555 0.48 0.5 0.84971294903
7802933 http://www.planethunters.org/subjects/7802933_9-synth-2006.json /raw/kepler/lightcurves/0078/007802933/kplr007802933-2011177032512_llc.fits 0.47 14.457 True 0.002886951 2006 True 838.96356135 839.413118624 839.1883399 0.449557273 0.48 0.5 0.793681966264
11714250 http://www.planethunters.org/subjects/11714250_7-synth-2010.json /raw/kepler/lightcurves/0117/011714250/kplr011714250-2010355172524_llc.fits 0.556 13.646 True 0.006120298 2010 True 689.144573205 689.532797971 689.3386855 0.388224766 0.48 0.5 0.764218612626
3232334 http://www.planethunters.org/subjects/3232334_1-synth-2013.json /raw/kepler/lightcurves/0032/003232334/kplr003232334-2009166043257_llc.fits 0.602 13.904 True 0.000263363 2013 True 162.103017615 162.613874459 162.3584460 0.510856843 0.48 0.5 1.00473666296
12257167 http://www.planethunters.org/subjects/12257167_3-synth-2014.json /raw/kepler/lightcurves/0122/012257167/kplr012257167-2009350155506_llc.fits 0.393 15.156 True 0.000483863 2014 True 325.834834025 326.304791698 326.0698128 0.469957672 0.48 0.5 1.00036535914
6470362 http://www.planethunters.org/subjects/6470362_3-synth-2015.json /raw/kepler/lightcurves/0064/006470362/kplr006470362-2009350155506_llc.fits 0.27 15.297 True 0.000586369 2015 True 300.375823395 300.804908478 300.5903659 0.429085082 0.48 0.5 0.802666502547
9833329 http://www.planethunters.org/subjects/9833329_6-synth-2016.json /raw/kepler/lightcurves/0098/009833329/kplr009833329-2010265121752_llc.fits 0.435 14.393 True 0.000699699 2016 True 611.907842861 612.398242525 612.1530426 0.490399663 0.48 0.5 0.984075637442
8474661 http://www.planethunters.org/subjects/8474661_4-synth-2017.json /raw/kepler/lightcurves/0084/008474661/kplr008474661-2010078095331_llc.fits 0.494 14.982 True 0.000839662 2017 True 406.280304939 406.750285946 406.5152954 0.469981006 0.48 0.5 0.739294082171
8042251 http://www.planethunters.org/subjects/8042251_8-synth-2023.json /raw/kepler/lightcurves/0080/008042251/kplr008042251-2011073133259_llc.fits 0.593 11.264 True 0.00202411 2023 True 773.103693807 773.491931615 773.2978127 0.388237808 0.48 0.5 0.617535331054
9333505 http://www.planethunters.org/subjects/9333505_3-synth-2024.json /raw/kepler/lightcurves/0093/009333505/kplr009333505-2009350155506_llc.fits 0.29 12.889 True 0.002231568 2024 True 339.136216184 339.565308003 339.3507620 0.429091819 0.48 0.5 0.775230982485
12268054 http://www.planethunters.org/subjects/12268054_10-synth-2028.json /raw/kepler/lightcurves/0122/012268054/kplr012268054-2011271113734_llc.fits 0.609 13.212 True 0.003874598 2028 True 989.39795782 989.847492922 989.6227253 0.449535101 0.48 0.5 0.67030478167
11714250 http://www.planethunters.org/subjects/11714250_16-synth-2030.json /raw/kepler/lightcurves/0117/011714250/kplr011714250-2013098041711_llc.fits 0.556 13.646 True 0.006120298 2030 True 1515.94734562 1516.39688385 1516.172114 0.449538228 0.48 0.5 0.879115220936
12257167 http://www.planethunters.org/subjects/12257167_13-synth-2034.json /raw/kepler/lightcurves/0122/012257167/kplr012257167-2012179063303_llc.fits 0.393 15.156 True 0.000483863 2034 True 1248.84169385 1249.35254973 1249.097121 0.510855888 0.48 0.5 1.01630010427
6470362 http://www.planethunters.org/subjects/6470362_1-synth-2035.json /raw/kepler/lightcurves/0064/006470362/kplr006470362-2009166043257_llc.fits 0.27 15.297 True 0.000586369 2035 True 149.657790766 150.127784332 149.8927875 0.469993566 0.48 0.5 0.950955234917
8474661 http://www.planethunters.org/subjects/8474661_11-synth-2037.json /raw/kepler/lightcurves/0084/008474661/kplr008474661-2012004120508_llc.fits 0.494 14.982 True 0.000839662 2037 True 1090.23389064 1090.49952157 1090.366706 0.265630928 0.48 0.5 0.519938592194
9225647 http://www.planethunters.org/subjects/9225647_1-synth-2039.json /raw/kepler/lightcurves/0092/009225647/kplr009225647-2009166043257_llc.fits 0.605 13.919 True 0.001198601 2039 True 142.1174961 142.648790298 142.3831431 0.531294198 0.48 0.5 0.907920189852
5265188 http://www.planethunters.org/subjects/5265188_14-synth-2040.json /raw/kepler/lightcurves/0052/005265188/kplr005265188-2012277125453_llc.fits 0.565 14.786 True 0.001329611 2040 True 1315.86639108 1316.31593239 1316.091161 0.449541310 0.48 0.5 0.954121863419
10963429 http://www.planethunters.org/subjects/10963429_4-synth-2041.json /raw/kepler/lightcurves/0109/010963429/kplr010963429-2010009091648_llc.fits 0.36 15.179 True 0.001520693 2041 True 362.593538826 362.961337858 362.7774383 0.367799031 0.48 0.5 0.639636146448
8042251 http://www.planethunters.org/subjects/8042251_16-synth-2043.json /raw/kepler/lightcurves/0080/008042251/kplr008042251-2013098041711_llc.fits 0.593 11.264 True 0.00202411 2043 True 1501.39814225 1501.88854164 1501.643341 0.490399390 0.48 0.5 0.905615470456
9333505 http://www.planethunters.org/subjects/9333505_10-synth-2044.json /raw/kepler/lightcurves/0093/009333505/kplr009333505-2011271113734_llc.fits 0.29 12.889 True 0.002231568 2044 False 935.698704875 936.086947062 935.8928259 0.388242186 0.48 0.5 0.70500347151
9333505 http://www.planethunters.org/subjects/9333505_10-synth-2044.json /raw/kepler/lightcurves/0093/009333505/kplr009333505-2011271113734_llc.fits 0.29 12.889 True 0.002231568 2044 True 963.508881114 963.958417296 963.7336492 0.449536182 0.48 0.5 0.783185897662
7802933 http://www.planethunters.org/subjects/7802933_2-synth-2046.json /raw/kepler/lightcurves/0078/007802933/kplr007802933-2009259160929_llc.fits 0.47 14.457 True 0.002886951 2046 True 189.361692723 189.831668585 189.5966806 0.469975862 0.48 0.5 0.912869384478
3232334 http://www.planethunters.org/subjects/3232334_1-synth-2053.json /raw/kepler/lightcurves/0032/003232334/kplr003232334-2009166043257_llc.fits 0.602 13.904 True 0.000263363 2053 True 143.160331058 143.650758633 143.4055448 0.490427574 0.48 0.5 1.00304997861
12257167 http://www.planethunters.org/subjects/12257167_5-synth-2054.json /raw/kepler/lightcurves/0122/012257167/kplr012257167-2010174085026_llc.fits 0.393 15.156 True 0.000483863 2054 True 487.893942823 488.343496117 488.1187194 0.449553294 0.48 0.5 0.753480713001
6470362 http://www.planethunters.org/subjects/6470362_12-synth-2055.json /raw/kepler/lightcurves/0064/006470362/kplr006470362-2012088054726_llc.fits 0.27 15.297 True 0.000586369 2055 True 1147.26309991 1147.71263822 1147.487869 0.449538311 0.48 0.5 0.843528747858
9833329 http://www.planethunters.org/subjects/9833329_2-synth-2056.json /raw/kepler/lightcurves/0098/009833329/kplr009833329-2009259160929_llc.fits 0.435 14.393 True 0.000699699 2056 True 195.593694554 196.084107701 195.8389011 0.490413147 0.48 0.5 0.958033418438
10963429 http://www.planethunters.org/subjects/10963429_3-synth-2061.json /raw/kepler/lightcurves/0109/010963429/kplr010963429-2009350155506_llc.fits 0.36 15.179 True 0.001520693 2061 True 327.734667933 328.204626198 327.9696470 0.469958264 0.48 0.5 0.926983701795
8042251 http://www.planethunters.org/subjects/8042251_15-synth-2063.json /raw/kepler/lightcurves/0080/008042251/kplr008042251-2013011073258_llc.fits 0.593 11.264 True 0.00202411 2063 True 1421.62828032 1422.07779932 1421.853039 0.449518997 0.48 0.5 0.912543062713
9333505 http://www.planethunters.org/subjects/9333505_15-synth-2064.json /raw/kepler/lightcurves/0093/009333505/kplr009333505-2013011073258_llc.fits 0.29 12.889 True 0.002231568 2064 True 1445.14594487 1445.59546826 1445.370706 0.449523390 0.48 0.5 1.02208016544
11714250 http://www.planethunters.org/subjects/11714250_15-synth-2070.json /raw/kepler/lightcurves/0117/011714250/kplr011714250-2013011073258_llc.fits 0.556 13.646 True 0.006120298 2070 True 1427.67631772 1428.04410954 1427.860213 0.367791819 0.48 0.5 0.693996378669
3232334 http://www.planethunters.org/subjects/3232334_15-synth-2073.json /raw/kepler/lightcurves/0032/003232334/kplr003232334-2013011073258_llc.fits 0.602 13.904 True 0.000263363 2073 True 1409.32735273 1409.67470641 1409.501029 0.347353677 0.48 0.5 0.540805733802
12257167 http://www.planethunters.org/subjects/12257167_5-synth-2074.json /raw/kepler/lightcurves/0122/012257167/kplr012257167-2010174085026_llc.fits 0.393 15.156 True 0.000483863 2074 True 484.665333345 485.114886553 484.8901099 0.449553208 0.48 0.5 0.822967492263
6470362 http://www.planethunters.org/subjects/6470362_17-synth-2075.json /raw/kepler/lightcurves/0064/006470362/kplr006470362-2013131215648_llc.fits 0.27 15.297 True 0.000586369 2075 True 1571.24075676 1571.71074656 1571.475751 0.469989804 0.48 0.5 0.937647256979
9833329 http://www.planethunters.org/subjects/9833329_17-synth-2076.json /raw/kepler/lightcurves/0098/009833329/kplr009833329-2013131215648_llc.fits 0.435 14.393 True 0.000699699 2076 True 1579.43543351 1579.88498805 1579.660210 0.449554538 0.48 0.5 0.830372130536
8474661 http://www.planethunters.org/subjects/8474661_15-synth-2077.json /raw/kepler/lightcurves/0084/008474661/kplr008474661-2013011073258_llc.fits 0.494 14.982 True 0.000839662 2077 True 1423.52754304 1423.93619952 1423.731871 0.408656482 0.48 0.5 0.710603968058
5265188 http://www.planethunters.org/subjects/5265188_15-synth-2080.json /raw/kepler/lightcurves/0052/005265188/kplr005265188-2013011073258_llc.fits 0.565 14.786 True 0.001329611 2080 True 1439.03625643 1439.46534312 1439.250799 0.429086698 0.48 0.5 0.704178138292
9333505 http://www.planethunters.org/subjects/9333505_12-synth-2084.json /raw/kepler/lightcurves/0093/009333505/kplr009333505-2012088054726_llc.fits 0.29 12.889 True 0.002231568 2084 True 1150.26750085 1150.73747845 1150.502489 0.469977601 0.48 0.5 0.954193539687
8678445 http://www.planethunters.org/subjects/8678445_11-synth-2085.json /raw/kepler/lightcurves/0086/008678445/kplr008678445-2012004120508_llc.fits 0.588 15.226 True 0.002562324 2085 False 1008.40055939 1008.42099222 1008.410775 0.020432829 0.48 0.5 0.504317284823
7802933 http://www.planethunters.org/subjects/7802933_15-synth-2086.json /raw/kepler/lightcurves/0078/007802933/kplr007802933-2013011073258_llc.fits 0.47 14.457 True 0.002886951 2086 True 1426.38819844 1426.85815266 1426.623175 0.469954219 0.48 0.5 0.838929922113
6276708 http://www.planethunters.org/subjects/6276708_4-synth-2089.json /raw/kepler/lightcurves/0062/006276708/kplr006276708-2010078095331_llc.fits 0.557 15.31 True 0.004648632 2089 True 392.73222552 393.18176531 392.9569954 0.449539790 0.48 0.5 0.770664051194
11714250 http://www.planethunters.org/subjects/11714250_5-synth-2090.json /raw/kepler/lightcurves/0117/011714250/kplr011714250-2010174085026_llc.fits 0.556 13.646 True 0.006120298 2090 True 480.987052669 481.436606556 481.2118296 0.449553886 0.48 0.5 0.793549661314
12257167 http://www.planethunters.org/subjects/12257167_3-synth-2094.json /raw/kepler/lightcurves/0122/012257167/kplr012257167-2009350155506_llc.fits 0.393 15.156 True 0.000483863 2094 True 315.005378155 315.475335383 315.2403567 0.469957227 0.48 0.5 0.989461319996
6470362 http://www.planethunters.org/subjects/6470362_8-synth-2095.json /raw/kepler/lightcurves/0064/006470362/kplr006470362-2011073133259_llc.fits 0.27 15.297 True 0.000586369 2095 True 783.667651002 784.096759013 783.8822050 0.429108011 0.48 0.5 0.961739425762
9833329 http://www.planethunters.org/subjects/9833329_5-synth-2096.json /raw/kepler/lightcurves/0098/009833329/kplr009833329-2010174085026_llc.fits 0.435 14.393 True 0.000699699 2096 True 492.900368428 493.309056056 493.1047122 0.408687628 0.48 0.5 0.705187616993
8474661 http://www.planethunters.org/subjects/8474661_7-synth-2097.json /raw/kepler/lightcurves/0084/008474661/kplr008474661-2010355172524_llc.fits 0.494 14.982 True 0.000839662 2097 True 687.468162851 687.958551685 687.7133572 0.490388834 0.48 0.5 0.986885074019
9225647 http://www.planethunters.org/subjects/9225647_11-synth-2099.json /raw/kepler/lightcurves/0092/009225647/kplr009225647-2012004120508_llc.fits 0.605 13.919 True 0.001198601 2099 True 1091.86905567 1092.33901198 1092.104033 0.469956305 0.48 0.5 0.91571332519
10963429 http://www.planethunters.org/subjects/10963429_13-synth-2101.json /raw/kepler/lightcurves/0109/010963429/kplr010963429-2012179063303_llc.fits 0.36 15.179 True 0.001520693 2101 False 1231.55477637 1231.90215899 1231.728467 0.347382617 0.48 0.5 0.571366791918
10963429 http://www.planethunters.org/subjects/10963429_13-synth-2101.json /raw/kepler/lightcurves/0109/010963429/kplr010963429-2012179063303_llc.fits 0.36 15.179 True 0.001520693 2101 False 1246.02223294 1246.10396988 1246.063101 0.081736930 0.48 0.5 0.50593615929
9333505 http://www.planethunters.org/subjects/9333505_7-synth-2104.json /raw/kepler/lightcurves/0093/009333505/kplr009333505-2010355172524_llc.fits 0.29 12.889 True 0.002231568 2104 True 687.652507673 688.102029704 687.8772686 0.449522031 0.48 0.5 0.951871050965
3322943 http://www.planethunters.org/subjects/3322943_7-synth-2107.json /raw/kepler/lightcurves/0033/003322943/kplr003322943-2010355172524_llc.fits 0.56 15.092 True 0.003254503 2107 False 644.130507685 644.580026286 644.3552669 0.449518601 0.48 0.5 0.892707126793
3232334 http://www.planethunters.org/subjects/3232334_3-synth-2113.json /raw/kepler/lightcurves/0032/003232334/kplr003232334-2009350155506_llc.fits 0.602 13.904 True 0.000263363 2113 True 320.746418592 321.155070418 320.9507445 0.408651825 0.48 0.5 0.804287253437
12257167 http://www.planethunters.org/subjects/12257167_17-synth-2114.json /raw/kepler/lightcurves/0122/012257167/kplr012257167-2013131215648_llc.fits 0.393 15.156 True 0.000483863 2114 True 1568.56464176 1568.70768051 1568.636161 0.143038750 0.48 0.5 0.594597091086
6470362 http://www.planethunters.org/subjects/6470362_8-synth-2115.json /raw/kepler/lightcurves/0064/006470362/kplr006470362-2011073133259_llc.fits 0.27 15.297 True 0.000586369 2115 True 768.730707146 769.159809537 768.9452583 0.429102390 0.48 0.5 0.829714822567
9833329 http://www.planethunters.org/subjects/9833329_11-synth-2116.json /raw/kepler/lightcurves/0098/009833329/kplr009833329-2012004120508_llc.fits 0.435 14.393 True 0.000699699 2116 True 1062.97704823 1063.22224175 1063.099644 0.245193523 0.48 0.5 0.933666179389
9833329 http://www.planethunters.org/subjects/9833329_11-synth-2116.json /raw/kepler/lightcurves/0098/009833329/kplr009833329-2012004120508_llc.fits 0.435 14.393 True 0.000699699 2116 True 1074.03117146 1074.52155914 1074.276365 0.490387684 0.48 0.5 1.00127912574
9833329 http://www.planethunters.org/subjects/9833329_11-synth-2116.json /raw/kepler/lightcurves/0098/009833329/kplr009833329-2012004120508_llc.fits 0.435 14.393 True 0.000699699 2116 True 1085.06491256 1085.5553018 1085.310107 0.490389239 0.48 0.5 1.00127912574
8474661 http://www.planethunters.org/subjects/8474661_2-synth-2117.json /raw/kepler/lightcurves/0084/008474661/kplr008474661-2009259160929_llc.fits 0.494 14.982 True 0.000839662 2117 True 207.567916172 207.649650043 207.6087831 0.081733871 0.48 0.5 0.527240624099
10936170 http://www.planethunters.org/subjects/10936170_2-synth-2118.json /raw/kepler/lightcurves/0109/010936170/kplr010936170-2009259160929_llc.fits 0.51 15.046 True 0.000974422 2118 True 211.79757679 212.206252686 212.0019147 0.408675896 0.48 0.5 0.735392938724
9225647 http://www.planethunters.org/subjects/9225647_2-synth-2119.json /raw/kepler/lightcurves/0092/009225647/kplr009225647-2009259160929_llc.fits 0.605 13.919 True 0.001198601 2119 True 211.613913414 212.043021019 211.8284672 0.429107605 0.48 0.5 0.802408708869
5265188 http://www.planethunters.org/subjects/5265188_1-synth-2120.json /raw/kepler/lightcurves/0052/005265188/kplr005265188-2009166043257_llc.fits 0.565 14.786 True 0.001329611 2120 True 135.72219541 136.171753565 135.9469744 0.449558154 0.48 0.5 0.974439987833
10963429 http://www.planethunters.org/subjects/10963429_9-synth-2121.json /raw/kepler/lightcurves/0109/010963429/kplr010963429-2011177032512_llc.fits 0.36 15.179 True 0.001520693 2121 True 814.094928109 814.340138115 814.2175331 0.245210006 0.48 0.5 0.58052647464
10963429 http://www.planethunters.org/subjects/10963429_9-synth-2121.json /raw/kepler/lightcurves/0109/010963429/kplr010963429-2011177032512_llc.fits 0.36 15.179 True 0.001520693 2121 True 827.438457566 827.86757651 827.6530170 0.429118943 0.48 0.5 0.970045072613
10963429 http://www.planethunters.org/subjects/10963429_9-synth-2121.json /raw/kepler/lightcurves/0109/010963429/kplr010963429-2011177032512_llc.fits 0.36 15.179 True 0.001520693 2121 True 840.945499831 841.374619666 841.1600597 0.429119834 0.48 0.5 0.88415380433
8042251 http://www.planethunters.org/subjects/8042251_13-synth-2123.json /raw/kepler/lightcurves/0080/008042251/kplr008042251-2012179063303_llc.fits 0.593 11.264 True 0.00202411 2123 True 1231.06372162 1231.51328031 1231.288500 0.449558693 0.48 0.5 0.948797124272
9333505 http://www.planethunters.org/subjects/9333505_3-synth-2124.json /raw/kepler/lightcurves/0093/009333505/kplr009333505-2009350155506_llc.fits 0.29 12.889 True 0.002231568 2124 True 271.053996237 271.483087519 271.2685418 0.429091282 0.48 0.5 0.899938861956
9333505 http://www.planethunters.org/subjects/9333505_3-synth-2124.json /raw/kepler/lightcurves/0093/009333505/kplr009333505-2009350155506_llc.fits 0.29 12.889 True 0.002231568 2124 True 274.364126934 274.83408332 274.5991051 0.469956385 0.48 0.5 0.948378759696
9333505 http://www.planethunters.org/subjects/9333505_3-synth-2124.json /raw/kepler/lightcurves/0093/009333505/kplr009333505-2009350155506_llc.fits 0.29 12.889 True 0.002231568 2124 True 277.694686726 278.164642729 277.9296647 0.469956003 0.48 0.5 0.938427149649
9333505 http://www.planethunters.org/subjects/9333505_3-synth-2124.json /raw/kepler/lightcurves/0093/009333505/kplr009333505-2009350155506_llc.fits 0.29 12.889 True 0.002231568 2124 True 284.396662667 284.866617858 284.6316402 0.469955190 0.48 0.5 0.960185951642
9333505 http://www.planethunters.org/subjects/9333505_3-synth-2124.json /raw/kepler/lightcurves/0093/009333505/kplr009333505-2009350155506_llc.fits 0.29 12.889 True 0.002231568 2124 True 287.72721387 288.156303092 287.9417584 0.429089221 0.48 0.5 0.936614016972
9333505 http://www.planethunters.org/subjects/9333505_3-synth-2124.json /raw/kepler/lightcurves/0093/009333505/kplr009333505-2009350155506_llc.fits 0.29 12.889 True 0.002231568 2124 True 294.388310397 294.817399192 294.6028547 0.429088795 0.48 0.5 0.915928189738
9333505 http://www.planethunters.org/subjects/9333505_3-synth-2124.json /raw/kepler/lightcurves/0093/009333505/kplr009333505-2009350155506_llc.fits 0.29 12.889 True 0.002231568 2124 True 297.718856557 298.147945221 297.9334008 0.429088664 0.48 0.5 0.938845339439
8678445 http://www.planethunters.org/subjects/8678445_13-synth-2125.json /raw/kepler/lightcurves/0086/008678445/kplr008678445-2012179063303_llc.fits 0.588 15.226 True 0.002562324 2125 True 1253.31739691 1253.48087142 1253.399134 0.163474514 0.48 0.5 0.604985777876
